AccSpeciesName,count,AccSpeciesID,Genus,SpeciesEpithet,Family,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,param_count_before,param_count_after,PFT
Ritchiea capparoides,2,46606,Ritchiea,capparoides,Capparaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Rubus apetalus,5,46913,Rubus,apetalus,Rosaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Rubus steudneri,67,71121,Rubus,steudneri,Rosaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senna italica,1,49678,Senna,italica,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Senna petersiana,1,49694,Senna,petersiana,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Senna podocarpa,1,49698,Senna,podocarpa,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Solanum dulcamara,4,50679,Solanum,dulcamara,Solanaceae,herb/shrub,broadleaved,deciduous,C3,3,4,DSH
Solanum terminale,2,50828,Solanum,terminale,Solanaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Stephania abyssinica,4,51709,Stephania,abyssinica,Menispermaceae,shrub,broadleaved,deciduous,C3,1,4,DSH
Stictocardia beraviensis,2,51838,Stictocardia,beraviensis,Convolvulaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Strophanthus hispidus,1,52080,Strophanthus,hispidus,Apocynaceae,shrub,broadleaved,deciduous,,2,3,DSH
Strophanthus sarmentosus,6,52087,Strophanthus,sarmentosus,Apocynaceae,shrub,broadleaved,deciduous,,2,3,DSH
Tephrosia polystachya,12,53629,Tephrosia,polystachya,Fabaceae,herb/shrub,broadleaved,deciduous,C3,3,4,DSH
Tinospora caffra,2,54402,Tinospora,caffra,Menispermaceae,shrub,broadleaved,deciduous,C3,1,4,DSH
Vigna unguiculata,1,56450,Vigna,unguiculata,Fabaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Vitex doniana,2,56677,Vitex,doniana,Verbenaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Vitex ferruginea,1,56680,Vitex,ferruginea,Verbenaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Watsonia borbonica,1,56932,Watsonia,borbonica,Iridaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Zaluzianskya villosa,20,57374,Zaluzianskya,villosa,Scrophulariaceae,herb,broadleaved,deciduous,,2,3,DSH
Zornia glochidiata,71,57596,Zornia,glochidiata,Fabaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Astragalus stella,237,NA,Astragalus,serratuloides,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senecio rhomboideus,209,NA,Senecio,rhomboideus,Asteraceae,shrub,broadleaved,deciduous,,0,3,DSH
Cochlospermum planchonii,190,NA,Cochlospermum,planchonii,Bixaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senegalia gourmaensis,95,NA,Senegalia,gourmaensis,Fabacea,shrub,broadleaved,deciduous,,0,3,DSH
Commelina forskaolii,89,NA,Commelina,forskaolii,Commelinaceae,shrub,broadleaved,deciduous,,0,3,DSH
Emilia discifolia,62,NA,Emilia,discifolia,Asteraceae,shrub,broadleaved,deciduous,,0,3,DSH
Alchemilla johnstonii,60,NA,Alchemilla,johnstonii,Rosaceae,shrub,broadleaved,deciduous,,0,3,DSH
Alchemilla volkensii,51,NA,Alchemilla,volkensii,Rosaceae,shrub,broadleaved,deciduous,,0,3,DSH
Plectranthus punctatus,46,NA,Plectranthus,punctatus,Lamiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Grewia sp,41,NA,Grewia,,Malvaceae,shrub,broadleaved,deciduous,,0,3,DSH
Vernonia garnieriana,20,NA,Vernonia,gernieriana,Asteraceae,shrub,broadleaved,deciduous,,0,3,DSH
Vachellia luederitzii,12,NA,Vachellia,luederitzii,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Indigofera angustifolia,10,NA,Indigofera,angustifolia,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Cyanthillium cinereum,4,NA,Cyanthillium,cinerum,Asteraceae,shrub,broadleaved,deciduous,,0,3,DSH
Phyllanthus physocarpus,4,NA,Phyllanthus,physocarpus,Phyllanthaceae,shrub,broadleaved,deciduous,,0,3,DSH
Combretum lecardii,3,NA,Combretum,lecardii,Combretaceae,shrub,broadleaved,deciduous,,0,3,DSH
Gymnosporia procumbens,3,NA,Gymnosporia,procumbens,Celastraceae,shrub,broadleaved,deciduous,,0,3,DSH
Senegalia brevispica,3,NA,Senegalia,brevispica,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Vachellia borleae,3,NA,Vachellia,borleae,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Vachellia hebeclada,3,NA,Vachellia,hebeclada,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Combretum iliairii,2,NA,Combretum,iliairii,Combretaceae,shrub,broadleaved,deciduous,,0,3,DSH
Empogona kirkii,2,NA,Empogona,kirkii,Rubiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Grewia hispida,2,NA,Grewia,hispida,Malvaceae,shrub,broadleaved,deciduous,,0,3,DSH
Rhodopentas bussei,2,NA,Rhodopentas,bussei,Rubiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senegalia macrostachya,2,NA,Senegalia,macrostachya,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senegalia montigena,2,NA,Senegalia,montigena,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senegalia pentagona,2,NA,Senegalia,pentagona,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Tephrosia polystachya var. hirta,2,NA,Tephrosia,polystachya,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Thylachium africanum,2,NA,Thylachium,africanum,Capparaceae,shrub,broadleaved,deciduous,,0,3,DSH
Vitex madiensis,2,NA,Vitex,madiensis,Lamiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Cajanus kerstingii,1,NA,Cajanus,kerstingii,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Combretum sericeum,1,NA,Combretum,sericeum,Combretaceae,shrub,broadleaved,deciduous,,0,3,DSH
Elephantorrhiza burkei,1,NA,Elephantorrhiza,burkei,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Euphorbia wallichii,1,NA,Euphorbia,wallichii,Euphorbiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Flemingia faginea,1,NA,Flemingia,faginea,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Searsia pyroides,1,NA,Searsia,pyroides,Anacardiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senegalia adenocalyx,1,NA,Senegalia,adenocalyx,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Senegalia eriocarpa,1,NA,Senegalia,eriocarpa,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Vachellia amythethophylla,1,NA,Vachellia,amythethophyll,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Vachellia reficiens,1,NA,Vachellia,reficiens,Fabaceae,shrub,broadleaved,deciduous,,0,3,DSH
Actiniopteris radiata,19,1147,Actiniopteris,radiata,Actiniopteridaceae,fern,broadleaved,,C3,2,3,C3
Agrostis kilimandscharica,76,1971,Agrostis,kilimandscharica,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Asplenium friesiorum,64,5661,Asplenium,friesiorum,Aspleniaceae,fern,broadleaved,,C3,2,3,C3
Cyathea capensis,8,16027,Cyathea,capensis,Cyatheaceae,fern,broadleaved,,C3,3,3,C3
Cyathea manniana,30,16039,Cyathea,manniana,Cyatheaceae,fern,broadleaved,,C3,3,3,C3
Deschampsia cespitosa,58,17365,Deschampsia,cespitosa,Poaceae,graminoid,broadleaved,,C3,3,3,C3
Dryopteris kilemensis,32,19417,Dryopteris,kilemensis,Dryopteridaceae,fern,broadleaved,,C3,2,3,C3
Ehrharta stipoides,10,19892,Ehrharta,stipoides,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Festuca abyssinica,68,24109,Festuca,abyssinica,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Festuca obturbans,38,24495,Festuca,obturbans,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Hordeum murinum,1,29530,Hordeum,murinum,Poaceae,graminoid,broadleaved,,C3,3,3,C3
Isachne mauritiana,60,30966,Isachne,mauritiana,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Juncus scheuchzerioides,7,31520,Juncus,scheuchzerioides,Juncaceae,graminoid,broadleaved,evergreen,C3,4,4,C3
Lycopodium clavatum,54,34585,Lycopodium,clavatum,Lycopodiaceae,fern,broadleaved,,C3,3,3,C3
Melica racemosa,3,63374,Melica,racemosa,Poaceae,graminoid,broadleaved,,C3,3,3,C3
Oryza longistaminata,1,39374,Oryza,longistaminata,Poaceae,graminoid,broadleaved,,C3,3,3,C3
Poa cookii,6,70598,Poa,cookii,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Poa leptoclada,50,42853,Poa,leptoclada,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Pseudechinolaena polystachya,58,44474,Pseudechinolaena,polystachya,Poaceae,graminoid,broadleaved,evergreen,C3,3,4,C3
Pteris catoptera,6,44810,Pteris,catoptera,Pteridaceae,fern,broadleaved,,C3,2,3,C3
Schismus barbatus,533,48840,Schismus,barbatus,Poaceae,graminoid,broadleaved,,C3,3,3,C3
Selaginella kraussiana,60,49428,Selaginella,kraussiana,Selaginellaceae,fern,broadleaved,,C3,2,3,C3
Stipa capensis,529,51865,Stipa,capensis,Poaceae,graminoid,broadleaved,,C3,3,3,C3
Stipa parviflora,159,51903,Stipa,parviflora,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Stipa tenacissima,177,51918,Stipa,tenacissima,Poaceae,graminoid,broadleaved,,C3,2,3,C3
Polypogon magellanicus,870,NA,Polypogon,magellanicus,Poaceae,graminoid,,,C3,0,2,C3
Stipa meridionalis,158,NA,Stipa,,Poaceae,graminoid,,,C3,0,2,C3
Elegia sp,60,NA,Elegia,,Restionacea,graminoid,,,C3,0,2,C3
Scleria hirtella,40,NA,Scleria,hirtella,Cyperaceae,graminoid,needleleaved,evergreen,C3,0,4,C3
Poa schimperiana,24,NA,Poa,schimperiana,Poaceae,graminoid,,,C3,0,2,C3
Carex sp,20,NA,Carex,,Cyperaceae,graminoid,,,C3,0,2,C3
Ficinia sp,20,NA,Ficinia,,Cyperaceae,graminoid,,,C3,0,2,C3
Tetraria thermalis,20,NA,Tetraria,thermalis,Cyperaceae,graminoid,,,C3,0,2,C3
Colobanthus kerguelensis,12,NA,Colobanthus,kerguelensis,Caryophyllaceae,graminoid,,,C3,0,2,C3
Festuca sp,1,NA,Festuca,,Poaceae,graminoid,,,C3,0,2,C3
Andropogon pinguipes,1,3611,Andropogon,pinguipes,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Aristida adoensis,40,4717,Aristida,adoensis,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Aristida adscensionis,9,4718,Aristida,adscensionis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Aristida congesta,19,4772,Aristida,congesta,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Aristida meridionalis,2,4882,Aristida,meridionalis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Aristida stipitata,1,4973,Aristida,stipitata,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Axonopus fissifolius,9,6404,Axonopus,fissifolius,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Bewsia biflora,1,7367,Bewsia,biflora,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Bothriochloa insculpta,99,7843,Bothriochloa,insculpta,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Bothriochloa radicans,8,7854,Bothriochloa,radicans,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Brachiaria brizantha,3,7961,Brachiaria,brizantha,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Brachiaria deflexa,132,7969,Brachiaria,deflexa,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Bulbostylis densa,58,8836,Bulbostylis,densa,Cyperaceae,graminoid,broadleaved,,C4,3,3,C4
Carex aethiopica,1,10356,Carex,aethiopica,Cyperaceae,graminoid,broadleaved,,C4,2,3,C4
Cenchrus biflorus,2,11524,Cenchrus,biflorus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Cenchrus ciliaris,57,11529,Cenchrus,ciliaris,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Centropodia glauca,3,11689,Centropodia,glauca,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Chloris gayana,17,12461,Chloris,gayana,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Chloris mossambicensis,1,12471,Chloris,mossambicensis,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Chloris pycnothrix,2,12482,Chloris,pycnothrix,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Chloris virgata,45,12501,Chloris,virgata,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Chrysopogon plumulosus,69,12725,Chrysopogon,plumulosus,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Cymbopogon caesius,48,16189,Cymbopogon,caesius,Poaceae,graminoid,broadleaved,evergreen,C4,4,4,C4
Cymbopogon pospischilii,115,16228,Cymbopogon,pospischilii,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Cymbopogon refractus,2,16233,Cymbopogon,refractus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Cynodon dactylon,9,16277,Cynodon,dactylon,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Cyperus capitatus,2,16363,Cyperus,capitatus,Cyperaceae,graminoid,broadleaved,,C4,3,3,C4
Dactyloctenium aegyptium,4,16705,Dactyloctenium,aegyptium,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Dactyloctenium australe,17,16707,Dactyloctenium,australe,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Digitaria abyssinica,1,17874,Digitaria,abyssinica,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Digitaria eriantha,27,17956,Digitaria,eriantha,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Digitaria longiflora,18,18020,Digitaria,longiflora,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Digitaria pearsonii,40,18063,Digitaria,pearsonii,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Digitaria sanguinalis,1,18103,Digitaria,sanguinalis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Digitaria velutina,41,18144,Digitaria,velutina,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Diheteropogon filifolius,1,18161,Diheteropogon,filifolius,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Elionurus muticus,13,20166,Elionurus,muticus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Enneapogon cenchroides,16,20623,Enneapogon,cenchroides,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis bicolor,1,21003,Eragrostis,bicolor,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis capensis,2,21022,Eragrostis,capensis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis curvula,37,21058,Eragrostis,curvula,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis cylindriflora,8,21060,Eragrostis,cylindriflora,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis lehmanniana,12,21155,Eragrostis,lehmanniana,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis nindensis,2,21209,Eragrostis,nindensis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis patula,40,21232,Eragrostis,patula,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Eragrostis racemosa,60,21276,Eragrostis,racemosa,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis rotifer,1,21292,Eragrostis,rotifer,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Eragrostis superba,67,21344,Eragrostis,superba,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Harpochloa falx,120,27902,Harpochloa,falx,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Heteropogon contortus,76,28631,Heteropogon,contortus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Hyparrhenia confinis,20,29899,Hyparrhenia,confinis,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Hyparrhenia filipendula,10,29912,Hyparrhenia,filipendula,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Hyparrhenia hirta,52,29919,Hyparrhenia,hirta,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Hyparrhenia rufa,63,29935,Hyparrhenia,rufa,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Hyparrhenia tamba,3,29939,Hyparrhenia,tamba,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Hyperthelia dissoluta,2,30031,Hyperthelia,dissoluta,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Ischaemum afrum,27,31015,Ischaemum,afrum,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Loudetia simplex,3,34308,Loudetia,simplex,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Melinis repens,67,36139,Melinis,repens,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Microchloa caffra,167,36601,Microchloa,caffra,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Panicum coloratum,19,39965,Panicum,coloratum,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Panicum deustum,19,39972,Panicum,deustum,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Panicum maximum,87,40030,Panicum,maximum,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Paspalum dilatatum,2,40457,Paspalum,dilatatum,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Pogonarthria squarrosa,8,43000,Pogonarthria,squarrosa,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Saccharum spontaneum,1,47661,Saccharum,spontaneum,Poaceae,graminoid,broadleaved,evergreen,C4,4,4,C4
Schmidtia kalahariensis,1,48916,Schmidtia,kalahariensis,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Schmidtia pappophoroides,16,48918,Schmidtia,pappophoroides,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Sehima nervosum,52,49417,Sehima,nervosum,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Setaria parviflora,12,49889,Setaria,parviflora,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Setaria sphacelata,83,49900,Setaria,sphacelata,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Sporobolus africanus,41,51434,Sporobolus,africanus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Sporobolus fimbriatus,2,51461,Sporobolus,fimbriatus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Sporobolus ioclados,6,51466,Sporobolus,ioclados,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Sporobolus nitens,24,51482,Sporobolus,nitens,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Sporobolus panicoides,1,51484,Sporobolus,panicoides,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Sporobolus pyramidalis,19,51492,Sporobolus,pyramidalis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Stipagrostis brevifolia,2,51930,Stipagrostis,brevifolia,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Stipagrostis ciliata,232,51931,Stipagrostis,ciliata,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Stipagrostis obtusa,1,51948,Stipagrostis,obtusa,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Stipagrostis uniplumis,11,51954,Stipagrostis,uniplumis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Themeda triandra,59,54093,Themeda,triandra,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Tragus berteronianus,9,54647,Tragus,berteronianus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Tricholaena monachne,2,54813,Tricholaena,monachne,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Tristachya biseriata,1,55167,Tristachya,biseriata,Poaceae,graminoid,broadleaved,,C4,2,3,C4
Tristachya leucothrix,6,55172,Tristachya,leucothrix,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Uncinia compacta,12,55502,Uncinia,compacta,Cyperaceae,graminoid,broadleaved,,C4,2,3,C4
Urochloa mosambicensis,74,55563,Urochloa,mosambicensis,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Urochloa trichopus,4,55569,Urochloa,trichopus,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Zea mays,64,57448,Zea,mays,Poaceae,graminoid,broadleaved,,C4,3,3,C4
Poaceae sp,920,NA,Poaceae,,Poaceae,graminoid,,,C4,0,2,C4
Themeda sp,183,NA,Themeda,,Poaceae,graminoid,,,C4,0,2,C4
Miscanthus sp,162,NA,Miscanthus,,Poaceae,graminoid,,,C4,0,2,C4
Tristachya sp,151,NA,Tristachya,,Poaceae,graminoid,,,C4,0,2,C4
Chloris nutans,76,NA,Chloris,nutans,Poaceae,graminoid,needleleaved,,C4,0,3,C4
Sporobolus sp,60,NA,Sporobolus,,Poaceae,graminoid,,,C4,0,2,C4
Cyperus derreilema,58,NA,Cyperus,derreilema,Cyperaceae,graminoid,,evergreen,C4,0,3,C4
Pentameris borussica,58,NA,Pentameris,borussica,Poaceae,graminoid,,evergreen,C4,0,3,C4
Hyparrhenia sp,43,NA,Hyparrhenia,,Poaceae,graminoid,,evergreen,C4,0,3,C4
Cyperus fischerianus,40,NA,Cyperus,fischerianus,Cyperaceae,graminoid,,,C4,0,2,C4
Cymbopogon sp,7,NA,Cymbopogon,,Poaceae,graminoid,,,C4,0,2,C4
Eragrostis sp,4,NA,Eragrostis,,Poaceae,graminoid,,,C4,0,2,C4
Aristida sp,3,NA,Aristida,,Poaceae,graminoid,,,C4,0,2,C4
Digitaria argogyptera,3,NA,Digitaria,argogyptera,Poaceae,graminoid,broadleaved,,C4,0,3,C4
Disakisperma eleusine,3,NA,Disakisperma,eleusine,Poaceae,graminoid,broadleaved,,C4,0,3,C4
Aristida edsenesionus,1,NA,Aristida,edsenesionus,Poaceae,graminoid,,,C4,0,2,C4
Enteropogon monostachyos,1,NA,Enteropogon,monostachyos,Poaceae,graminoid,,,C4,0,2,C4
Setaria sp,1,NA,Setaria,,Poaceae,graminoid,,,C4,0,2,C4
Stipagrostis pungens,1,NA,Stipagrostis,pungens,Poaceae,graminoid,,evergreen,C4,0,3,C4
